,digraph,inter-key,uut,ddt,userNo
64696,na,-16,93,62,096
64697,an,32,110,141,096
64698,nd,187,265,265,096
64699,de,78,156,156,096
64700,ez,15,109,93,096
64701,le,63,156,156,096
64702,ek,578,671,671,096
64703,ka,203,297,296,096
64704,ai,78,156,172,096
64705,il,249,327,327,096
64706,li,125,203,203,096
64707,i9,281,374,359,096
64708,fe,10,96,101,096
64709,er,25,100,111,096
64710,rn,267,337,342,096
64711,na,17,97,87,096
64712,an,20,90,100,096
64713,nd,210,270,280,096
64714,de,110,180,170,096
64715,ez,40,110,110,096
64716,le,-20,70,60,096
64717,ek,530,811,620,096
64718,ka,210,310,491,096
64719,ai,30,110,130,096
64720,il,213,293,293,096
64721,li,110,193,190,096
64722,i9,317,418,400,096
64723,fe,36,116,115,096
64724,er,3,79,83,096
64725,rn,303,344,379,096
64726,na,38,118,79,096
64727,an,37,79,117,096
64728,nd,226,269,268,096
64729,de,112,193,155,096
64730,ez,36,79,117,096
64731,le,75,117,117,096
64732,ek,373,455,415,096
64733,ka,151,231,233,096
64734,ai,74,155,154,096
64735,il,227,309,308,096
64736,li,151,231,233,096
64737,i9,455,498,535,096
64738,fe,-5,101,87,096
64739,er,5,88,111,096
64740,rn,236,305,319,096
64741,na,24,125,93,096
64742,an,-5,80,96,096
64743,nd,218,298,303,096
64744,de,95,170,175,096
64745,ez,39,119,114,096
64746,le,57,158,147,096
64747,ek,598,699,699,096
64748,ka,158,275,259,096
64749,ai,56,147,173,096
64750,il,212,302,303,096
64751,li,110,201,200,096
64752,i9,332,433,423,096
64753,fe,0,78,94,096
64754,er,47,109,125,096
64755,rn,219,297,281,096
64756,na,15,109,93,096
64757,an,15,93,109,096
64758,nd,172,250,250,096
64759,de,94,172,172,096
64760,ez,15,93,93,096
64761,le,31,109,109,096
64762,ek,437,546,515,096
64763,ka,109,218,218,096
64764,ai,47,125,156,096
64765,il,296,390,374,096
64766,li,125,203,219,096
64767,i9,234,327,312,096
64768,fe,-16,78,60,096
64769,er,33,113,127,096
64770,rn,198,278,278,096
64771,na,29,109,109,096
64772,an,11,91,91,096
64773,nd,196,265,276,096
64774,de,87,168,156,096
64775,ez,16,96,97,096
64776,le,31,116,117,096
64777,ek,230,432,315,096
64778,ka,92,225,294,096
64779,ai,-10,70,123,096
64780,il,188,268,268,096
64781,li,124,193,204,096
64782,i9,326,421,395,096
64783,fe,16,109,94,096
64784,er,16,94,109,096
64785,rn,234,312,312,096
64786,na,16,94,94,096
64787,an,15,93,93,096
64788,nd,187,250,265,096
64789,de,93,171,156,096
64790,ez,63,141,141,096
64791,le,62,142,146,096
64792,ek,741,834,821,096
64793,ka,218,312,311,096
64794,ai,62,125,156,096
64795,il,390,483,453,096
64796,li,110,188,203,096
64797,i9,296,374,374,096
64798,fe,32,117,106,096
64799,er,29,98,114,096
64800,rn,225,299,294,096
64801,na,39,129,113,096
64802,an,16,101,106,096
64803,nd,201,276,286,096
64804,de,108,188,183,096
64805,ez,28,108,108,096
64806,le,16,117,90,096
64807,ek,334,425,435,096
64808,ka,95,228,186,096
64809,ai,16,91,149,096
64810,il,98,306,173,096
64811,li,121,200,329,096
64812,i9,359,428,438,096
64813,fe,31,93,125,096
64814,er,31,109,93,096
64815,rn,344,422,422,096
64816,na,0,93,78,096
64817,an,16,94,109,096
64818,nd,218,281,296,096
64819,de,109,187,172,096
64820,ez,31,109,109,096
64821,le,47,141,125,096
64822,ek,639,748,733,096
64823,ka,110,219,219,096
64824,ai,31,109,140,096
64825,il,203,296,281,096
64826,li,110,188,203,096
64827,i9,405,499,483,096
64828,fe,11,96,96,096
64829,er,43,122,128,096
64830,rn,216,302,295,096
64831,na,-6,96,80,096
64832,an,10,85,112,096
64833,nd,194,258,269,096
64834,de,83,163,147,096
64835,ez,11,91,91,096
64836,le,-11,101,91,096
64837,ek,285,375,397,096
64838,ka,111,239,201,096
64839,ai,-11,69,117,096
64840,il,206,278,286,096
64841,li,140,220,212,096
64842,i9,402,476,482,096
64843,fe,-6,76,77,096
64844,er,37,117,119,096
64845,rn,303,345,383,096
64846,na,74,154,116,096
64847,an,3,80,83,096
64848,nd,188,269,265,096
64849,de,74,154,155,096
64850,ez,37,117,117,096
64851,le,37,117,117,096
64852,ek,341,424,421,096
64853,ka,112,231,195,096
64854,ai,36,116,155,096
64855,il,221,303,301,096
64856,li,113,193,195,096
64857,i9,379,459,459,096
64858,fe,32,125,125,096
64859,er,16,94,109,096
64860,rn,327,405,405,096
64861,na,16,94,94,096
64862,an,31,109,109,096
64863,nd,219,265,297,096
64864,de,125,188,171,096
64865,ez,15,93,78,096
64866,le,46,124,124,096
64867,ek,422,515,500,096
64868,ka,94,203,187,096
64869,ai,31,109,140,096
64870,il,94,281,172,096
64871,li,125,203,312,096
64872,i9,312,421,390,096
64873,fe,10,106,95,096
64874,er,-4,85,92,096
64875,rn,252,337,341,096
64876,na,5,101,90,096
64877,an,11,91,107,096
64878,nd,177,246,257,096
64879,de,84,164,153,096
64880,ez,10,96,90,096
64881,le,11,112,86,096
64882,ek,401,492,502,096
64883,ka,146,258,237,096
64884,ai,38,112,150,096
64885,il,195,275,269,096
64886,li,120,190,200,096
64887,i9,342,432,412,096
64888,fe,36,111,126,096
64889,er,33,118,108,096
64890,rn,238,321,323,096
64891,na,-43,42,40,096
64892,an,92,172,177,096
64893,nd,188,257,268,096
64894,de,93,167,162,096
64895,ez,5,80,79,096
64896,le,16,95,107,096
64897,ek,375,481,454,096
64898,ka,108,214,214,096
64899,ai,34,110,140,096
64900,il,222,296,298,096
64901,li,142,211,216,096
64902,i9,323,429,392,096
64903,fe,-6,76,77,096
64904,er,37,117,119,096
64905,rn,265,344,345,096
64906,na,37,118,116,096
64907,an,36,79,117,096
64908,nd,226,307,269,096
64909,de,74,154,155,096
64910,ez,37,83,117,096
64911,le,36,117,116,096
64912,ek,379,461,460,096
64913,ka,151,231,233,096
64914,ai,75,155,155,096
64915,il,189,272,269,096
64916,li,150,193,233,096
64917,i9,416,497,459,096
64918,fe,16,109,94,096
64919,er,31,125,124,096
64920,rn,187,281,281,096
64921,na,31,125,125,096
64922,an,0,78,94,096
64923,nd,187,265,265,096
64924,de,109,187,187,096
64925,ez,0,94,78,096
64926,le,0,93,78,096
64927,ek,343,437,436,096
64928,ka,62,218,156,096
64929,ai,16,94,172,096
64930,il,281,374,359,096
64931,li,141,234,234,096
64932,i9,297,375,390,096
64933,fe,15,93,93,096
64934,er,47,110,125,096
64935,rn,249,327,312,096
64936,na,0,109,78,096
64937,an,0,78,109,096
64938,nd,188,266,266,096
64939,de,93,171,171,096
64940,ez,31,125,109,096
64941,le,47,140,125,096
64942,ek,531,640,624,096
64943,ka,156,265,265,096
64944,ai,78,156,187,096
64945,il,234,328,312,096
64946,li,125,203,219,096
64947,i9,312,405,390,096
64948,fe,16,125,94,096
64949,er,16,94,125,096
64950,rn,326,406,404,096
64951,na,-5,90,75,096
64952,an,26,90,121,096
64953,nd,209,268,273,096
64954,de,94,174,153,096
64955,ez,36,126,116,096
64956,le,3,99,90,096
64957,ek,464,534,560,096
64958,ka,395,506,465,096
64959,ai,15,93,126,096
64960,il,421,609,499,096
64961,li,156,221,344,096
64962,i9,374,465,439,096
64963,fe,0,78,78,096
64964,er,47,125,125,096
64965,rn,249,327,327,096
64966,na,16,94,94,096
64967,an,15,93,93,096
64968,nd,219,281,297,096
64969,de,94,172,156,096
64970,ez,15,93,93,096
64971,le,0,94,93,096
64972,ek,530,624,624,096
64973,ka,203,312,297,096
64974,ai,78,156,187,096
64975,il,234,327,312,096
64976,li,125,203,218,096
64977,i9,312,390,390,096
64978,fe,-5,94,87,096
64979,er,5,99,104,096
64980,rn,267,347,361,096
64981,na,5,107,85,096
64982,an,15,101,117,096
64983,nd,222,308,308,096
64984,de,82,184,168,096
64985,ez,15,122,117,096
64986,le,40,140,127,096
64987,ek,387,497,487,096
64988,ka,187,312,297,096
64989,ai,78,171,203,096
64990,il,250,359,343,096
64991,li,109,203,218,096
64992,i9,343,437,437,096
64993,fe,-15,63,63,096
64994,er,47,125,125,096
64995,rn,249,343,327,096
64996,na,-16,78,78,096
64997,an,15,93,109,096
64998,nd,189,251,267,096
64999,de,94,172,156,096
65000,ez,31,109,109,096
65001,le,172,266,250,096
65002,ek,265,468,359,096
65003,ka,109,218,312,096
65004,ai,47,130,156,096
65005,il,195,291,278,096
65006,li,119,199,215,096
65007,i9,286,382,366,096
65008,fe,11,96,101,096
65009,er,16,101,101,096
65010,rn,248,328,333,096
65011,na,16,112,96,096
65012,an,11,96,107,096
65013,nd,210,290,295,096
65014,de,94,184,174,096
65015,ez,34,130,124,096
65016,le,41,137,126,096
65017,ek,395,501,491,096
65018,ka,138,245,244,096
65019,ai,16,106,123,096
65020,il,257,352,347,096
65021,li,114,199,209,096
65022,i9,274,369,359,096
65023,fe,5,79,85,096
65024,er,41,116,115,096
65025,rn,220,295,295,096
65026,na,-5,85,70,096
65027,an,45,114,135,096
65028,nd,193,262,262,096
65029,de,102,177,171,096
65030,ez,16,111,91,096
65031,le,42,133,127,096
65032,ek,356,446,447,096
65033,ka,126,233,216,096
65034,ai,24,98,131,096
65035,il,235,320,309,096
65036,li,107,175,192,096
65037,i9,411,490,479,096
65038,fe,36,117,116,096
65039,er,36,117,117,096
65040,rn,264,343,345,096
65041,na,38,118,117,096
65042,an,37,79,117,096
65043,nd,227,307,269,096
65044,de,75,155,155,096
65045,ez,36,117,116,096
65046,le,36,117,116,096
65047,ek,379,462,460,096
65048,ka,150,268,233,096
65049,ai,37,117,155,096
65050,il,189,272,269,096
65051,li,150,231,233,096
65052,i9,455,535,536,096
65053,fe,16,94,94,096
65054,er,31,94,109,096
65055,rn,249,312,312,096
65056,na,31,124,94,096
65057,an,0,94,93,096
65058,nd,187,265,281,096
65059,de,78,156,156,096
65060,ez,16,109,94,096
65061,le,94,187,172,096
65062,ek,562,656,655,096
65063,ka,140,234,234,096
65064,ai,62,140,156,096
65065,il,296,390,374,096
65066,li,140,218,234,096
65067,i9,250,344,328,096
65068,fe,35,115,114,096
65069,er,15,90,95,096
65070,rn,234,287,309,096
65071,na,52,151,105,096
65072,an,33,108,132,096
65073,nd,387,472,462,096
65074,de,65,150,150,096
65075,ez,137,219,222,096
65076,le,-11,85,69,096
65077,ek,364,465,460,096
65078,ka,141,221,242,096
65079,ai,44,118,124,096
65080,il,225,305,299,096
65081,li,113,193,193,096
65082,i9,347,427,427,096
65083,fe,-6,81,92,096
65084,er,39,118,126,096
65085,rn,355,430,434,096
65086,na,-16,74,59,096
65087,an,42,111,132,096
65088,nd,203,281,272,096
65089,de,93,171,171,096
65090,ez,16,94,94,096
65091,le,0,93,78,096
65092,ek,593,687,686,096
65093,ka,156,249,250,096
65094,ai,47,125,140,096
65095,il,234,328,312,096
65096,li,109,187,203,096
65097,i9,499,593,577,096
65098,fe,-6,75,77,096
65099,er,37,117,118,096
65100,rn,301,352,381,096
65101,na,37,118,88,096
65102,an,36,78,117,096
65103,nd,187,267,229,096
65104,de,74,154,154,096
65105,ez,37,117,117,096
65106,le,37,117,79,096
65107,ek,339,421,419,096
65108,ka,150,268,232,096
65109,ai,36,78,154,096
65110,il,226,308,268,096
65111,li,124,204,206,096
65112,i9,454,533,534,096
65113,fe,5,96,85,096
65114,er,-5,74,86,096
65115,rn,216,296,295,096
65116,na,38,123,118,096
65117,an,-16,54,69,096
65118,nd,175,239,245,096
65119,de,83,163,147,096
65120,ez,-5,85,75,096
65121,le,-5,86,69,096
65122,ek,405,479,496,096
65123,ka,134,240,208,096
65124,ai,-11,75,95,096
65125,il,209,288,295,096
65126,li,98,173,177,096
65127,i9,347,432,422,096
65128,fe,-16,79,64,096
65129,er,32,112,127,096
65130,rn,214,288,294,096
65131,na,35,126,109,096
65132,an,-11,69,80,096
65133,nd,171,240,251,096
65134,de,89,158,158,096
65135,ez,-26,70,43,096
65136,le,-10,90,60,096
65137,ek,363,443,463,096
65138,ka,136,247,216,096
65139,ai,-10,69,101,096
65140,il,197,277,276,096
65141,li,97,177,177,096
65142,i9,312,403,392,096
65143,fe,-5,75,80,096
65144,er,34,114,114,096
65145,rn,235,315,315,096
65146,na,24,114,104,096
65147,an,5,80,95,096
65148,nd,200,274,275,096
65149,de,86,166,160,096
65150,ez,11,96,91,096
65151,le,16,106,96,096
65152,ek,383,494,473,096
65153,ka,120,220,231,096
65154,ai,50,124,150,096
65155,il,193,278,267,096
65156,li,126,194,211,096
65157,i9,289,358,357,096
65158,fe,-5,85,86,096
65159,er,36,111,126,096
65160,rn,193,273,268,096
65161,na,49,134,129,096
65162,an,10,96,95,096
65163,nd,219,293,305,096
65164,de,87,172,161,096
65165,ez,5,96,90,096
65166,le,16,101,96,096
65167,ek,372,473,457,096
65168,ka,85,182,186,096
65169,ai,60,129,157,096
65170,il,222,302,291,096
65171,li,114,188,194,096
65172,i9,253,338,327,096
65173,fe,26,111,111,096
65174,er,27,118,112,096
65175,rn,258,348,349,096
65176,na,16,117,106,096
65177,an,5,101,106,096
65178,nd,192,266,288,096
65179,de,104,190,178,096
65180,ez,52,148,138,096
65181,le,55,140,140,096
65182,ek,603,709,688,096
65183,ka,156,263,262,096
65184,ai,62,152,169,096
65185,il,231,321,321,096
65186,li,122,202,212,096
65187,i9,372,473,452,096
65188,fe,-6,76,77,096
65189,er,36,116,118,096
65190,rn,263,305,343,096
65191,na,74,154,116,096
65192,an,3,79,83,096
65193,nd,225,305,301,096
65194,de,74,154,154,096
65195,ez,36,116,116,096
65196,le,36,116,116,096
65197,ek,339,421,419,096
65198,ka,152,270,234,096
65199,ai,36,116,154,096
65200,il,226,308,306,096
65201,li,188,230,270,096
65202,i9,490,570,532,096
65203,fe,5,107,95,096
65204,er,16,117,118,096
65205,rn,294,374,395,096
65206,na,16,128,96,096
65207,an,-5,90,107,096
65208,nd,204,294,299,096
65209,de,99,195,189,096
65210,ez,49,145,145,096
65211,le,65,161,150,096
65212,ek,467,728,563,096
65213,ka,205,311,466,096
65214,ai,72,157,178,096
65215,il,223,319,308,096
65216,li,137,228,233,096
65217,i9,401,502,492,096
65218,fe,0,78,94,096
65219,er,47,125,125,096
65220,rn,312,390,390,096
65221,na,15,93,93,096
65222,an,31,109,109,096
65223,nd,203,250,281,096
65224,de,94,172,141,096
65225,ez,46,124,124,096
65226,le,-5,75,77,096
65227,ek,572,657,652,096
65228,ka,193,273,278,096
65229,ai,62,140,142,096
65230,il,250,328,328,096
65231,li,125,203,203,096
65232,i9,327,421,405,096
65233,fe,-10,69,69,096
65234,er,40,120,119,096
65235,rn,241,320,321,096
65236,na,6,102,85,096
65237,an,-6,69,90,096
65238,nd,177,240,252,096
65239,de,97,167,160,096
65240,ez,10,117,80,096
65241,le,28,108,108,096
65242,ek,510,601,590,096
65243,ka,88,174,179,096
65244,ai,27,102,113,096
65245,il,296,381,371,096
65246,li,109,183,194,096
65247,i9,318,400,392,096
65248,fe,16,110,94,096
65249,er,31,109,125,096
65250,rn,359,437,437,096
65251,na,-16,78,62,096
65252,an,46,109,140,096
65253,nd,218,296,281,096
65254,de,94,172,172,096
65255,ez,15,93,93,096
65256,le,55,157,129,096
65257,ek,437,523,539,096
65258,ka,109,234,195,096
65259,ai,16,109,141,096
65260,il,78,281,171,096
65261,li,156,234,359,096
65262,i9,546,640,624,096
65263,fe,-11,85,80,096
65264,er,35,114,131,096
65265,rn,207,287,286,096
65266,na,11,106,91,096
65267,an,25,105,120,096
65268,nd,188,262,268,096
65269,de,82,167,156,096
65270,ez,-5,85,80,096
65271,le,17,106,97,096
65272,ek,351,452,440,096
65273,ka,92,209,193,096
65274,ai,35,109,152,096
65275,il,73,296,147,096
65276,li,114,189,337,096
65277,i9,303,383,378,096
65278,fe,23,109,119,096
65279,er,10,101,96,096
65280,rn,307,376,398,096
65281,na,46,131,115,096
65282,an,11,83,96,096
65283,nd,219,312,291,096
65284,de,91,181,184,096
65285,ez,-16,91,74,096
65286,le,-21,69,64,096
65287,ek,595,696,685,096
65288,ka,150,252,251,096
65289,ai,56,142,158,096
65290,il,304,395,390,096
65291,li,112,190,203,096
65292,i9,366,451,444,096
65293,fe,-6,74,74,096
65294,er,34,109,114,096
65295,rn,209,288,284,096
65296,na,29,114,108,096
65297,an,11,96,96,096
65298,nd,206,270,291,096
65299,de,93,168,157,096
65300,ez,5,95,80,096
65301,le,-5,85,85,096
65302,ek,417,524,507,096
65303,ka,108,214,215,096
65304,ai,62,141,168,096
65305,il,228,307,307,096
65306,li,116,196,195,096
65307,i9,333,413,413,096
65308,fe,24,98,109,096
65309,er,30,97,104,096
65310,rn,286,371,353,096
65311,na,-5,96,80,096
65312,an,10,90,111,096
65313,nd,188,267,268,096
65314,de,90,175,169,096
65315,ez,5,106,90,096
65316,le,351,447,436,096
65317,ek,517,612,613,096
65318,ka,121,222,216,096
65319,ai,36,116,137,096
65320,il,214,304,294,096
65321,li,97,175,187,096
65322,i9,387,477,465,096
65323,fe,24,104,98,096
65324,er,10,101,90,096
65325,rn,275,349,366,096
65326,na,31,118,105,096
65327,an,-10,70,77,096
65328,nd,211,296,291,096
65329,de,84,174,169,096
65330,ez,55,140,145,096
65331,le,35,120,120,096
65332,ek,422,539,507,096
65333,ka,147,264,264,096
65334,ai,60,156,177,096
65335,il,239,335,335,096
65336,li,138,228,234,096
65337,i9,347,443,437,096
65338,fe,7,87,91,096
65339,er,10,100,90,096
65340,rn,257,337,347,096
65341,na,51,147,131,096
65342,an,-16,75,80,096
65343,nd,181,255,272,096
65344,de,76,146,150,096
65345,ez,31,118,101,096
65346,le,5,90,85,096
65347,ek,356,451,441,096
65348,ka,132,244,227,096
65349,ai,-5,85,107,096
65350,il,200,290,290,096
65351,li,124,193,214,096
65352,i9,316,396,385,096
65353,fe,16,96,91,096
65354,er,10,85,90,096
65355,rn,253,333,328,096
65356,na,25,115,105,096
65357,an,-16,53,74,096
65358,nd,175,244,244,096
65359,de,73,153,142,096
65360,ez,-10,80,70,096
65361,le,6,96,80,096
65362,ek,322,401,412,096
65363,ka,126,222,205,096
65364,ai,-5,80,91,096
65365,il,133,293,218,096
65366,li,88,163,248,096
65367,i9,340,430,415,096
65368,fe,11,101,96,096
65369,er,32,110,122,096
65370,rn,303,377,381,096
65371,na,16,101,90,096
65372,an,11,91,96,096
65373,nd,232,306,312,096
65374,de,99,179,173,096
65375,ez,0,109,80,096
65376,le,0,93,79,096
65377,ek,429,530,522,096
65378,ka,119,252,220,096
65379,ai,30,115,163,096
65380,il,88,311,173,096
65381,li,127,213,350,096
65382,i9,483,573,569,096
65383,fe,39,119,108,096
65384,er,34,113,114,096
65385,rn,231,306,310,096
65386,na,27,118,102,096
65387,an,16,96,107,096
65388,nd,188,267,268,096
65389,de,85,165,164,096
65390,ez,10,96,90,096
65391,le,16,107,96,096
65392,ek,364,465,455,096
65393,ka,185,276,286,096
65394,ai,55,130,146,096
65395,il,112,325,187,096
65396,li,127,199,340,096
65397,i9,292,377,364,096
65398,fe,-15,78,78,096
65399,er,32,110,125,096
65400,rn,202,280,280,096
65401,na,32,110,110,096
65402,an,0,93,78,096
65403,nd,194,279,287,096
65404,de,82,162,167,096
65405,ez,16,112,96,096
65406,le,50,113,130,096
65407,ek,547,640,610,096
65408,ka,78,203,171,096
65409,ai,0,78,125,096
65410,il,265,359,343,096
65411,li,110,188,204,096
65412,i9,406,484,484,096
65413,fe,5,85,96,096
65414,er,36,121,116,096
65415,rn,184,258,269,096
65416,na,61,146,135,096
65417,an,-5,75,80,096
65418,nd,181,255,261,096
65419,de,92,172,166,096
65420,ez,-5,85,75,096
65421,le,49,124,118,096
65422,ek,241,438,316,096
65423,ka,98,210,295,096
65424,ai,16,96,128,096
65425,il,188,272,268,096
65426,li,130,205,214,096
65427,i9,301,376,376,096
65428,fe,15,93,78,096
65429,er,63,125,141,096
65430,rn,359,437,421,096
65431,na,0,78,78,096
65432,an,47,125,125,096
65433,nd,202,265,280,096
65434,de,109,171,172,096
65435,ez,32,110,94,096
65436,le,33,127,118,096
65437,ek,546,655,640,096
65438,ka,94,218,203,096
65439,ai,32,126,156,096
65440,il,63,324,157,096
65441,li,171,261,432,096
65442,i9,760,854,850,096
65443,fe,0,87,73,096
65444,er,63,132,150,096
65445,rn,239,319,308,096
65446,na,-5,80,75,096
65447,an,42,116,127,096
65448,nd,191,270,265,096
65449,de,90,182,169,096
65450,ez,48,133,140,096
65451,le,-5,85,75,096
65452,ek,396,481,486,096
65453,ka,125,242,210,096
65454,ai,-5,68,112,096
65455,il,105,403,178,096
65456,li,183,279,481,096
65457,i9,412,497,508,096
65458,fe,0,78,78,096
65459,er,46,124,124,096
65460,rn,375,437,453,096
65461,na,0,78,62,096
65462,an,47,125,125,096
65463,nd,234,312,312,096
65464,de,94,172,172,096
65465,ez,15,93,93,096
65466,le,15,109,93,096
65467,ek,577,671,671,096
65468,ka,156,249,250,096
65469,ai,47,125,140,096
65470,il,219,312,297,096
65471,li,140,214,233,096
65472,i9,819,915,893,096
65473,fe,28,97,92,096
65474,er,31,106,100,096
65475,rn,223,303,298,096
65476,na,23,103,103,096
65477,an,16,96,96,096
65478,nd,180,254,260,096
65479,de,94,168,168,096
65480,ez,16,101,90,096
65481,le,-22,63,64,096
65482,ek,419,514,504,096
65483,ka,120,237,215,096
65484,ai,5,85,122,096
65485,il,218,313,298,096
65486,li,111,196,206,096
65487,i9,380,465,465,096
65488,fe,-10,75,75,096
65489,er,49,128,134,096
65490,rn,227,313,306,096
65491,na,-33,52,53,096
65492,an,57,124,142,096
65493,nd,190,259,257,096
65494,de,106,180,175,096
65495,ez,36,122,110,096
65496,le,-37,58,38,096
65497,ek,403,502,498,096
65498,ka,101,208,200,096
65499,ai,-5,80,102,096
65500,il,215,294,300,096
65501,li,114,194,193,096
65502,i9,392,472,472,096
65503,fe,-7,76,76,096
65504,er,36,117,119,096
65505,rn,302,385,383,096
65506,na,-6,76,77,096
65507,an,37,117,119,096
65508,nd,189,231,269,096
65509,de,113,193,155,096
65510,ez,36,117,116,096
65511,le,37,117,117,096
65512,ek,417,500,497,096
65513,ka,188,269,271,096
65514,ai,74,154,155,096
65515,il,228,310,308,096
65516,li,112,193,194,096
65517,i9,416,497,497,096
65518,fe,-16,69,64,096
65519,er,62,147,147,096
65520,rn,198,279,283,096
65521,na,29,109,110,096
65522,an,24,104,104,096
65523,nd,189,258,269,096
65524,de,97,177,166,096
65525,ez,29,115,109,096
65526,le,33,118,108,096
65527,ek,349,444,434,096
65528,ka,73,196,168,096
65529,ai,46,121,169,096
65530,il,99,318,174,096
65531,li,115,190,334,096
65532,i9,392,477,467,096
65533,fe,0,98,67,096
65534,er,16,90,114,096
65535,rn,179,259,253,096
65536,na,25,105,105,096
65537,an,11,91,91,096
65538,nd,200,263,280,096
65539,de,106,180,169,096
65540,ez,44,119,118,096
